policy,epoch,threshold,query,service_ms,kernel_ms,hits,overflow,cpu_complete_match,process
size_tiered,1,80,6,0.040941999999999999,0.0093759996816515923,1,0,1,0
size_tiered,1,80,7,0.041014000000000002,0.0093120001256465912,1,0,1,0
size_tiered,2,70,0,0.039667000000000001,0.0073279999196529388,1,0,1,0
size_tiered,2,70,1,0.042284000000000002,0.0090560000389814377,1,0,1,0
size_tiered,2,70,2,0.041073999999999999,0.0097279995679855347,1,0,1,0
size_tiered,2,70,3,0.043633999999999999,0.01104000024497509,1,0,1,0
size_tiered,2,70,4,0.043524,0.011807999573647976,2,0,1,0
size_tiered,2,70,5,0.043268000000000001,0.011776000261306763,1,0,1,0
size_tiered,2,70,6,0.043657000000000001,0.010912000201642513,2,0,1,0
size_tiered,2,70,7,0.043836,0.011264000087976456,7,0,1,0
size_tiered,2,80,0,0.041840000000000002,0.0092799998819828033,1,0,1,0
size_tiered,2,80,1,0.038370000000000001,0.0071359998546540737,1,0,1,0
size_tiered,2,80,2,0.041161000000000003,0.0094720004126429558,1,0,1,0
size_tiered,2,80,3,0.041311,0.0096640000119805336,1,0,1,0
size_tiered,2,80,4,0.040432999999999997,0.0088959997519850731,2,0,1,0
size_tiered,2,80,5,0.036089000000000003,0.0090560000389814377,1,0,1,0
size_tiered,2,80,6,0.043831000000000002,0.011168000288307667,1,0,1,0
size_tiered,2,80,7,0.042677,0.011359999887645245,1,0,1,0
size_tiered,3,70,0,0.038925000000000001,0.0067839999683201313,1,0,1,0
size_tiered,3,70,1,0.041843999999999999,0.010080000385642052,1,0,1,0
size_tiered,3,70,2,0.040829999999999998,0.0093120001256465912,1,0,1,0
size_tiered,3,70,3,0.040736000000000001,0.0093120001256465912,1,0,1,0
size_tiered,3,70,4,0.042714000000000002,0.010719999670982361,2,0,1,0
size_tiered,3,70,5,0.043444000000000003,0.011008000001311302,1,0,1,0
size_tiered,3,70,6,0.042777000000000003,0.011392000131309032,2,0,1,0
size_tiered,3,70,7,0.048135999999999998,0.01104000024497509,7,0,1,0
size_tiered,3,80,0,0.039014,0.0077760000713169575,1,0,1,0
size_tiered,3,80,1,0.038767000000000003,0.0072960001416504383,1,0,1,0
size_tiered,3,80,2,0.041277000000000001,0.009344000369310379,1,0,1,0
size_tiered,3,80,3,0.036180999999999998,0.0094400001689791679,1,0,1,0
size_tiered,3,80,4,0.038977999999999999,0.0092799998819828033,2,0,1,0
