rotation,mode,policy,batch,epoch,status,rows,runs,merges,deferred,begin_ms,ready_ms,published_ms,writer_done_ms,host_build_ms,metadata_ms,staging_ms,h2d_ms,uploaded_bytes,merge_host_rw_bytes,shared_bytes,current_only_bytes,retired_only_bytes,reader_only_at_publish_bytes,unreferenced_at_publish_bytes,live_at_publish_bytes,last_reader_device_done_ms,old_epoch_owner_released_ms,exclusive_actual_reclaim_ms,lifecycle_ms,arrival_ms,maintenance_queue_ms,other_held_at_publish_bytes,cap_mib
0,sequential,periodic2,64,0,published,9461367,1,0,0,3112.880926,3266.735695,3266.738552,3266.739034,0,37.696075,102.730665,13.374051,397377414,0,0,441000192,0,0,0,508312320,0,3266.739034,3266.739034,153.858108,3112.880926,0,0,1280
0,sequential,periodic2,64,1,published,9466817,2,0,0,3282.244544,3282.394809,3282.395355,3282.39559,0,0.014165,0.0783950000005,0.0451509999998,228900,0,0,441229312,0,0,0,508541440,3282.196897,3282.402899,3282.39559,0.158355,3282.244544,0,0,1280
0,sequential,periodic2,64,2,published_merge_deferred,10232664,3,0,1,3297.983382,3316.037621,3316.038373,3316.038748,0,3.081816,13.842726,1.104157,32165574,0,0,473394944,0,0,0,540707072,3297.937793,3316.046588,3316.038748,18.063206,3297.983382,0,0,1280
0,sequential,periodic2,64,3,published,10234444,4,0,0,3334.494446,3334.55033,3334.55087,3334.55111,0,0.00362099999984,0.00477399999954,0.0364650000001,74760,0,0,473469952,0,0,0,540782080,3334.446158,3334.558659,3334.55111,0.0642129999997,3334.494446,0,0,1280
0,sequential,periodic2,64,4,published_merge_deferred,10269993,5,0,1,3353.146649,3354.049134,3354.050038,3354.050657,0,0.116139,0.661354,0.104519,1493058,0,0,474963200,0,0,0,542275328,3353.097911,3354.058451,3354.050657,0.911802,3353.146649,0,0,1280
0,sequential,periodic2,64,5,published,10274223,6,0,0,3372.744326,3372.881351,3372.882126,3372.882617,0,0.0127350000002,0.0719990000002,0.0407780000005,177660,0,0,475140864,0,0,0,542452992,3372.671866,3372.890234,3372.882617,0.145908,3372.744326,0,0,1280
0,sequential,periodic2,64,6,published_merge_deferred,10279473,7,0,1,3391.662884,3391.822483,3391.823503,3391.824073,0,0.0153399999999,0.0862119999997,0.0451839999996,220500,0,0,475361536,0,0,0,542673664,3391.611336,3391.83159,3391.824073,0.168706,3391.662884,0,0,1280
0,sequential,size_tiered,64,0,published,9461367,1,0,0,3410.704949,3506.558853,3506.559473,3506.559993,0,33.313959,48.399332,14.099012,397377414,0,0,441000192,0,0,0,508312320,0,3506.559993,3506.559993,95.855044,3410.704949,0,0,1280
0,sequential,size_tiered,64,1,published,9466817,2,0,0,3522.061461,3522.150343,3522.150858,3522.151242,0,0.0138999999999,0.0161439999997,0.0468320000004,228900,0,0,441229312,0,0,0,508541440,3522.010076,3522.158594,3522.151242,0.0971330000002,3522.061461,0,0,1280
0,sequential,size_tiered,64,2,published,10232664,2,1,0,3537.92835,3559.169103,3559.170058,3559.170485,7.098935,5.397011,6.254771,2.2403,64560048,64788948,0,473394688,229120,0,229120,540935936,3537.681893,3560.240826,3560.24065,22.312476,3537.92835,0,229120,1280
